batch_id,user_id,job_id,file_id,output_file_id,job_type,status,chunk_no,total_rows_processed,created_at,updated_at,deleted_at
batch_654dfadb-dd45-428d-adf7-1dba29731427,6b928164-58f6-418f-91f0-6f7529ba6823,9dc04fd5-60c3-428a-aa75-76d8eb41e7a6,file-fcfdc94ffba640fbae5625edcdad2d89,file-11450e4e-c75a-4d81-bd7c-3efa9113124a,batch-process,completed,1,20,2025-09-01 10:00:00,2025-09-01 10:00:00,
